Dimension,Function,Algorithm_A,Algorithm_B,Score_A,Score_B,Score_Sum
20,11,ZOCMAES,NL-SHADE-RSP-MID,232.5,667.5,900.0
20,11,ZOCMAES,Co-PPSO,553.0,347.0,900.0
20,11,ZOCMAES,NLSOMACLP,30.0,870.0,900.0
20,11,EA4eigN100_10,NL-SHADE-LBC,360.0,540.0,900.0
20,11,EA4eigN100_10,S_LSHADE_DP,34.5,865.5,900.0
20,11,EA4eigN100_10,NL-SHADE-RSP-MID,172.5,727.5,900.0
20,11,EA4eigN100_10,Co-PPSO,472.0,428.0,900.0
20,11,EA4eigN100_10,NLSOMACLP,0.0,900.0,900.0
20,11,NL-SHADE-LBC,S_LSHADE_DP,43.5,856.5,900.0
20,11,NL-SHADE-LBC,NL-SHADE-RSP-MID,217.5,682.5,900.0
20,11,NL-SHADE-LBC,Co-PPSO,556.0,344.0,900.0
20,11,NL-SHADE-LBC,NLSOMACLP,0.0,900.0,900.0
20,11,S_LSHADE_DP,NL-SHADE-RSP-MID,615.5,284.5,900.0
20,11,S_LSHADE_DP,Co-PPSO,813.0,87.0,900.0
20,11,S_LSHADE_DP,NLSOMACLP,772.0,128.0,900.0
20,11,NL-SHADE-RSP-MID,Co-PPSO,707.0,193.0,900.0
20,11,NL-SHADE-RSP-MID,NLSOMACLP,338.0,562.0,900.0
20,11,Co-PPSO,NLSOMACLP,60.0,840.0,900.0
20,12,PDABC,ABC,0.0,900.0,900.0
20,12,PDABC,ZOCMAES,900.0,0.0,900.0
20,12,PDABC,EA4eigN100_10,897.0,3.0,900.0
20,12,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,12,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,12,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,12,PDABC,Co-PPSO,900.0,0.0,900.0
20,12,PDABC,NLSOMACLP,900.0,0.0,900.0
20,12,ABC,ZOCMAES,900.0,0.0,900.0
20,12,ABC,EA4eigN100_10,900.0,0.0,900.0
20,12,ABC,NL-SHADE-LBC,900.0,0.0,900.0
20,12,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,12,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,12,ABC,Co-PPSO,900.0,0.0,900.0
20,12,ABC,NLSOMACLP,900.0,0.0,900.0
20,12,ZOCMAES,EA4eigN100_10,0.0,900.0,900.0
20,12,ZOCMAES,NL-SHADE-LBC,149.0,751.0,900.0
20,12,ZOCMAES,S_LSHADE_DP,24.0,876.0,900.0
20,12,ZOCMAES,NL-SHADE-RSP-MID,291.0,609.0,900.0
20,12,ZOCMAES,Co-PPSO,0.0,900.0,900.0
20,12,ZOCMAES,NLSOMACLP,72.0,828.0,900.0
20,12,EA4eigN100_10,NL-SHADE-LBC,900.0,0.0,900.0
20,12,EA4eigN100_10,S_LSHADE_DP,900.0,0.0,900.0
20,12,EA4eigN100_10,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,12,EA4eigN100_10,Co-PPSO,30.0,870.0,900.0
20,12,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
20,12,NL-SHADE-LBC,S_LSHADE_DP,114.0,786.0,900.0
20,12,NL-SHADE-LBC,NL-SHADE-RSP-MID,694.0,206.0,900.0
20,12,NL-SHADE-LBC,Co-PPSO,0.0,900.0,900.0
20,12,NL-SHADE-LBC,NLSOMACLP,265.0,635.0,900.0
20,12,S_LSHADE_DP,NL-SHADE-RSP-MID,889.0,11.0,900.0
20,12,S_LSHADE_DP,Co-PPSO,0.0,900.0,900.0
20,12,S_LSHADE_DP,NLSOMACLP,668.0,232.0,900.0
20,12,NL-SHADE-RSP-MID,Co-PPSO,0.0,900.0,900.0
20,12,NL-SHADE-RSP-MID,NLSOMACLP,72.0,828.0,900.0
20,12,Co-PPSO,NLSOMACLP,900.0,0.0,900.0
